"species"	"site"	"season"	"count"
"1"	"286"	"1"	"1"
"2"	"286"	"1"	"0"
"3"	"286"	"1"	"1"
"1"	"287"	"1"	"1"
"2"	"287"	"1"	"0"
"3"	"287"	"1"	"1"
"1"	"288"	"1"	"1"
"2"	"288"	"1"	"0"
"3"	"288"	"1"	"1"
"1"	"289"	"1"	"0"
"2"	"289"	"1"	"0"
"3"	"289"	"1"	"0"
"1"	"290"	"1"	"1"
"2"	"290"	"1"	"0"
"3"	"290"	"1"	"1"
"1"	"291"	"1"	"1"
"2"	"291"	"1"	"0"
"3"	"291"	"1"	"1"
"1"	"292"	"1"	"1"
"2"	"292"	"1"	"1"
"3"	"292"	"1"	"1"
"1"	"293"	"1"	"1"
"2"	"293"	"1"	"1"
"3"	"293"	"1"	"1"
"1"	"295"	"1"	"1"
"2"	"295"	"1"	"0"
"3"	"295"	"1"	"1"
"1"	"296"	"1"	"0"
"2"	"296"	"1"	"0"
"3"	"296"	"1"	"0"
"1"	"297"	"1"	"1"
"2"	"297"	"1"	"0"
"3"	"297"	"1"	"1"
"1"	"298"	"1"	"1"
"2"	"298"	"1"	"0"
"3"	"298"	"1"	"1"
"1"	"299"	"1"	"1"
"2"	"299"	"1"	"0"
"3"	"299"	"1"	"1"
"1"	"300"	"1"	"1"
"2"	"300"	"1"	"0"
"3"	"300"	"1"	"1"
"1"	"301"	"1"	"1"
"2"	"301"	"1"	"0"
"3"	"301"	"1"	"1"
"1"	"303"	"1"	"1"
"2"	"303"	"1"	"0"
"3"	"303"	"1"	"1"
"1"	"304"	"1"	"1"
"2"	"304"	"1"	"0"
"3"	"304"	"1"	"1"
"1"	"305"	"1"	"0"
"2"	"305"	"1"	"0"
"3"	"305"	"1"	"0"
"1"	"306"	"1"	"1"
"2"	"306"	"1"	"0"
"3"	"306"	"1"	"1"
"1"	"307"	"1"	"0"
"2"	"307"	"1"	"0"
"3"	"307"	"1"	"0"
"1"	"308"	"1"	"1"
"2"	"308"	"1"	"0"
"3"	"308"	"1"	"1"
"1"	"309"	"1"	"1"
"2"	"309"	"1"	"0"
"3"	"309"	"1"	"1"
"1"	"310"	"1"	"0"
"2"	"310"	"1"	"0"
"3"	"310"	"1"	"0"
"1"	"311"	"1"	"0"
"2"	"311"	"1"	"0"
"3"	"311"	"1"	"0"
"1"	"312"	"1"	"0"
"2"	"312"	"1"	"0"
"3"	"312"	"1"	"0"
"1"	"313"	"1"	"1"
"2"	"313"	"1"	"0"
"3"	"313"	"1"	"1"
"1"	"314"	"1"	"1"
"2"	"314"	"1"	"0"
"3"	"314"	"1"	"1"
"1"	"315"	"1"	"1"
"2"	"315"	"1"	"0"
"3"	"315"	"1"	"1"
"1"	"316"	"1"	"1"
"2"	"316"	"1"	"0"
"3"	"316"	"1"	"1"
"1"	"317"	"1"	"0"
"2"	"317"	"1"	"0"
"3"	"317"	"1"	"0"
"1"	"318"	"1"	"1"
"2"	"318"	"1"	"0"
"3"	"318"	"1"	"1"
"1"	"319"	"1"	"0"
"2"	"319"	"1"	"0"
"3"	"319"	"1"	"0"
"1"	"320"	"1"	"0"
"2"	"320"	"1"	"0"
"3"	"320"	"1"	"0"
"1"	"321"	"1"	"1"
"2"	"321"	"1"	"0"
"3"	"321"	"1"	"1"
"1"	"322"	"1"	"0"
"2"	"322"	"1"	"0"
"3"	"322"	"1"	"0"
"1"	"323"	"1"	"1"
"2"	"323"	"1"	"0"
"3"	"323"	"1"	"1"
"1"	"324"	"1"	"1"
"2"	"324"	"1"	"0"
"3"	"324"	"1"	"1"
"1"	"325"	"1"	"1"
"2"	"325"	"1"	"0"
"3"	"325"	"1"	"1"
"1"	"326"	"1"	"1"
"2"	"326"	"1"	"0"
"3"	"326"	"1"	"1"
"1"	"327"	"1"	"0"
"2"	"327"	"1"	"0"
"3"	"327"	"1"	"0"
"1"	"328"	"1"	"1"
"2"	"328"	"1"	"0"
"3"	"328"	"1"	"1"
"1"	"329"	"1"	"1"
"2"	"329"	"1"	"0"
"3"	"329"	"1"	"1"
"1"	"330"	"1"	"1"
"2"	"330"	"1"	"1"
"3"	"330"	"1"	"1"
"1"	"331"	"1"	"0"
"2"	"331"	"1"	"0"
"3"	"331"	"1"	"0"
"1"	"332"	"1"	"0"
"2"	"332"	"1"	"0"
"3"	"332"	"1"	"0"
"1"	"333"	"1"	"1"
"2"	"333"	"1"	"0"
"3"	"333"	"1"	"1"
"1"	"334"	"1"	"1"
"2"	"334"	"1"	"0"
"3"	"334"	"1"	"1"
"1"	"335"	"1"	"0"
"2"	"335"	"1"	"0"
"3"	"335"	"1"	"0"
"1"	"336"	"1"	"0"
"2"	"336"	"1"	"0"
"3"	"336"	"1"	"0"
"1"	"337"	"1"	"1"
"2"	"337"	"1"	"0"
"3"	"337"	"1"	"1"
"1"	"338"	"1"	"1"
"2"	"338"	"1"	"0"
"3"	"338"	"1"	"1"
"1"	"340"	"1"	"0"
"2"	"340"	"1"	"0"
"3"	"340"	"1"	"0"
"1"	"341"	"1"	"0"
"2"	"341"	"1"	"0"
"3"	"341"	"1"	"0"
"1"	"342"	"1"	"1"
"2"	"342"	"1"	"0"
"3"	"342"	"1"	"1"
"1"	"343"	"1"	"1"
"2"	"343"	"1"	"1"
"3"	"343"	"1"	"1"
"1"	"344"	"1"	"0"
"2"	"344"	"1"	"0"
"3"	"344"	"1"	"0"
"1"	"345"	"1"	"0"
"2"	"345"	"1"	"0"
"3"	"345"	"1"	"0"
"1"	"346"	"1"	"1"
"2"	"346"	"1"	"0"
"3"	"346"	"1"	"1"
"1"	"347"	"1"	"1"
"2"	"347"	"1"	"0"
"3"	"347"	"1"	"1"
"1"	"348"	"1"	"1"
"2"	"348"	"1"	"0"
"3"	"348"	"1"	"1"
"1"	"349"	"1"	"0"
"2"	"349"	"1"	"1"
"3"	"349"	"1"	"0"
"1"	"350"	"1"	"1"
"2"	"350"	"1"	"0"
"3"	"350"	"1"	"1"
"1"	"351"	"1"	"0"
"2"	"351"	"1"	"0"
"3"	"351"	"1"	"0"
"1"	"352"	"1"	"1"
"2"	"352"	"1"	"0"
"3"	"352"	"1"	"1"
"1"	"353"	"1"	"0"
"2"	"353"	"1"	"0"
"3"	"353"	"1"	"0"
"1"	"354"	"1"	"1"
"2"	"354"	"1"	"0"
"3"	"354"	"1"	"1"
"1"	"355"	"1"	"0"
"2"	"355"	"1"	"0"
"3"	"355"	"1"	"0"
"1"	"356"	"1"	"0"
"2"	"356"	"1"	"0"
"3"	"356"	"1"	"0"
"1"	"357"	"1"	"1"
"2"	"357"	"1"	"0"
"3"	"357"	"1"	"1"
"1"	"358"	"1"	"1"
"2"	"358"	"1"	"0"
"3"	"358"	"1"	"1"
"1"	"359"	"1"	"0"
"2"	"359"	"1"	"0"
"3"	"359"	"1"	"0"
"1"	"360"	"1"	"1"
"2"	"360"	"1"	"0"
"3"	"360"	"1"	"1"
"1"	"361"	"1"	"0"
"2"	"361"	"1"	"0"
"3"	"361"	"1"	"0"
"1"	"362"	"1"	"1"
"2"	"362"	"1"	"0"
"3"	"362"	"1"	"1"
"1"	"363"	"1"	"1"
"2"	"363"	"1"	"0"
"3"	"363"	"1"	"1"
"1"	"364"	"1"	"1"
"2"	"364"	"1"	"0"
"3"	"364"	"1"	"1"
"1"	"365"	"1"	"0"
"2"	"365"	"1"	"0"
"3"	"365"	"1"	"0"
"1"	"366"	"1"	"1"
"2"	"366"	"1"	"0"
"3"	"366"	"1"	"1"
"1"	"367"	"1"	"1"
"2"	"367"	"1"	"0"
"3"	"367"	"1"	"1"
"1"	"368"	"1"	"0"
"2"	"368"	"1"	"0"
"3"	"368"	"1"	"0"
"1"	"369"	"1"	"1"
"2"	"369"	"1"	"1"
"3"	"369"	"1"	"1"
"1"	"370"	"1"	"1"
"2"	"370"	"1"	"0"
"3"	"370"	"1"	"1"
"1"	"371"	"1"	"1"
"2"	"371"	"1"	"0"
"3"	"371"	"1"	"1"
"1"	"372"	"1"	"1"
"2"	"372"	"1"	"0"
"3"	"372"	"1"	"1"
"1"	"373"	"1"	"1"
"2"	"373"	"1"	"1"
"3"	"373"	"1"	"1"
"1"	"374"	"1"	"1"
"2"	"374"	"1"	"0"
"3"	"374"	"1"	"1"
"1"	"375"	"1"	"1"
"2"	"375"	"1"	"1"
"3"	"375"	"1"	"1"
"1"	"376"	"1"	"1"
"2"	"376"	"1"	"0"
"3"	"376"	"1"	"1"
"1"	"377"	"1"	"1"
"2"	"377"	"1"	"0"
"3"	"377"	"1"	"1"
"1"	"378"	"1"	"1"
"2"	"378"	"1"	"0"
"3"	"378"	"1"	"1"
"1"	"379"	"1"	"1"
"2"	"379"	"1"	"1"
"3"	"379"	"1"	"1"
"1"	"380"	"1"	"1"
"2"	"380"	"1"	"1"
"3"	"380"	"1"	"1"
"1"	"381"	"1"	"1"
"2"	"381"	"1"	"1"
"3"	"381"	"1"	"1"
"1"	"382"	"1"	"0"
"2"	"382"	"1"	"1"
"3"	"382"	"1"	"0"
"1"	"0"	"2"	"1"
"2"	"0"	"2"	"0"
"3"	"0"	"2"	"1"
"1"	"1"	"2"	"0"
"2"	"1"	"2"	"0"
"3"	"1"	"2"	"0"
"1"	"2"	"2"	"1"
"2"	"2"	"2"	"0"
"3"	"2"	"2"	"1"
"1"	"3"	"2"	"1"
"2"	"3"	"2"	"0"
"3"	"3"	"2"	"1"
"1"	"4"	"2"	"0"
"2"	"4"	"2"	"0"
"3"	"4"	"2"	"0"
"1"	"5"	"2"	"1"
"2"	"5"	"2"	"0"
"3"	"5"	"2"	"1"
"1"	"6"	"2"	"1"
"2"	"6"	"2"	"0"
"3"	"6"	"2"	"1"
"1"	"7"	"2"	"0"
"2"	"7"	"2"	"0"
"3"	"7"	"2"	"0"
"1"	"8"	"2"	"1"
"2"	"8"	"2"	"0"
"3"	"8"	"2"	"1"
"1"	"9"	"2"	"1"
"2"	"9"	"2"	"0"
"3"	"9"	"2"	"1"
"1"	"10"	"2"	"0"
"2"	"10"	"2"	"0"
"3"	"10"	"2"	"0"
"1"	"11"	"2"	"1"
"2"	"11"	"2"	"0"
"3"	"11"	"2"	"1"
"1"	"12"	"2"	"NA"
"2"	"12"	"2"	"NA"
"3"	"12"	"2"	"NA"
"1"	"13"	"2"	"0"
"2"	"13"	"2"	"0"
"3"	"13"	"2"	"0"
"1"	"14"	"2"	"0"
"2"	"14"	"2"	"0"
"3"	"14"	"2"	"0"
"1"	"15"	"2"	"1"
"2"	"15"	"2"	"0"
"3"	"15"	"2"	"1"
"1"	"16"	"2"	"0"
"2"	"16"	"2"	"0"
"3"	"16"	"2"	"0"
"1"	"17"	"2"	"0"
"2"	"17"	"2"	"0"
"3"	"17"	"2"	"0"
"1"	"18"	"2"	"0"
"2"	"18"	"2"	"0"
"3"	"18"	"2"	"0"
"1"	"19"	"2"	"NA"
"2"	"19"	"2"	"NA"
"3"	"19"	"2"	"NA"
"1"	"20"	"2"	"1"
"2"	"20"	"2"	"0"
"3"	"20"	"2"	"1"
"1"	"21"	"2"	"1"
"2"	"21"	"2"	"0"
"3"	"21"	"2"	"1"
"1"	"22"	"2"	"0"
"2"	"22"	"2"	"0"
"3"	"22"	"2"	"0"
"1"	"23"	"2"	"0"
"2"	"23"	"2"	"0"
"3"	"23"	"2"	"0"
"1"	"24"	"2"	"0"
"2"	"24"	"2"	"0"
"3"	"24"	"2"	"0"
"1"	"25"	"2"	"0"
"2"	"25"	"2"	"0"
"3"	"25"	"2"	"0"
"1"	"26"	"2"	"1"
"2"	"26"	"2"	"0"
"3"	"26"	"2"	"1"
"1"	"27"	"2"	"1"
"2"	"27"	"2"	"0"
"3"	"27"	"2"	"1"
"1"	"28"	"2"	"1"
"2"	"28"	"2"	"0"
"3"	"28"	"2"	"1"
"1"	"29"	"2"	"1"
"2"	"29"	"2"	"0"
"3"	"29"	"2"	"1"
"1"	"30"	"2"	"1"
"2"	"30"	"2"	"0"
"3"	"30"	"2"	"1"
"1"	"31"	"2"	"1"
"2"	"31"	"2"	"0"
"3"	"31"	"2"	"1"
"1"	"32"	"2"	"0"
"2"	"32"	"2"	"0"
"3"	"32"	"2"	"0"
"1"	"33"	"2"	"0"
"2"	"33"	"2"	"0"
"3"	"33"	"2"	"0"
"1"	"34"	"2"	"1"
"2"	"34"	"2"	"1"
"3"	"34"	"2"	"1"
"1"	"35"	"2"	"NA"
"2"	"35"	"2"	"NA"
"3"	"35"	"2"	"NA"
"1"	"36"	"2"	"0"
"2"	"36"	"2"	"0"
"3"	"36"	"2"	"0"
"1"	"37"	"2"	"0"
"2"	"37"	"2"	"0"
"3"	"37"	"2"	"0"
"1"	"38"	"2"	"0"
"2"	"38"	"2"	"0"
"3"	"38"	"2"	"0"
"1"	"39"	"2"	"0"
"2"	"39"	"2"	"0"
"3"	"39"	"2"	"0"
"1"	"40"	"2"	"0"
"2"	"40"	"2"	"0"
"3"	"40"	"2"	"0"
"1"	"41"	"2"	"1"
"2"	"41"	"2"	"0"
"3"	"41"	"2"	"1"
"1"	"42"	"2"	"0"
"2"	"42"	"2"	"0"
"3"	"42"	"2"	"0"
"1"	"43"	"2"	"0"
"2"	"43"	"2"	"0"
"3"	"43"	"2"	"0"
"1"	"44"	"2"	"0"
"2"	"44"	"2"	"0"
"3"	"44"	"2"	"0"
"1"	"45"	"2"	"1"
"2"	"45"	"2"	"0"
"3"	"45"	"2"	"1"
"1"	"46"	"2"	"1"
"2"	"46"	"2"	"1"
"3"	"46"	"2"	"1"
"1"	"47"	"2"	"1"
"2"	"47"	"2"	"0"
"3"	"47"	"2"	"1"
"1"	"48"	"2"	"1"
"2"	"48"	"2"	"0"
"3"	"48"	"2"	"1"
"1"	"49"	"2"	"0"
"2"	"49"	"2"	"0"
"3"	"49"	"2"	"0"
"1"	"50"	"2"	"1"
"2"	"50"	"2"	"0"
"3"	"50"	"2"	"1"
"1"	"51"	"2"	"1"
"2"	"51"	"2"	"0"
"3"	"51"	"2"	"1"
"1"	"52"	"2"	"1"
"2"	"52"	"2"	"0"
"3"	"52"	"2"	"1"
"1"	"53"	"2"	"0"
"2"	"53"	"2"	"0"
"3"	"53"	"2"	"0"
"1"	"54"	"2"	"1"
"2"	"54"	"2"	"0"
"3"	"54"	"2"	"1"
"1"	"55"	"2"	"0"
"2"	"55"	"2"	"0"
"3"	"55"	"2"	"0"
"1"	"56"	"2"	"0"
"2"	"56"	"2"	"0"
"3"	"56"	"2"	"0"
"1"	"57"	"2"	"0"
"2"	"57"	"2"	"0"
"3"	"57"	"2"	"0"
"1"	"58"	"2"	"1"
"2"	"58"	"2"	"0"
"3"	"58"	"2"	"1"
"1"	"59"	"2"	"1"
"2"	"59"	"2"	"0"
"3"	"59"	"2"	"1"
"1"	"60"	"2"	"1"
"2"	"60"	"2"	"0"
"3"	"60"	"2"	"1"
"1"	"61"	"2"	"0"
"2"	"61"	"2"	"0"
"3"	"61"	"2"	"0"
"1"	"62"	"2"	"1"
"2"	"62"	"2"	"0"
"3"	"62"	"2"	"1"
"1"	"63"	"2"	"1"
"2"	"63"	"2"	"1"
"3"	"63"	"2"	"1"
"1"	"64"	"2"	"0"
"2"	"64"	"2"	"0"
"3"	"64"	"2"	"0"
"1"	"65"	"2"	"0"
"2"	"65"	"2"	"0"
"3"	"65"	"2"	"0"
"1"	"66"	"2"	"1"
"2"	"66"	"2"	"0"
"3"	"66"	"2"	"1"
"1"	"67"	"2"	"0"
"2"	"67"	"2"	"0"
"3"	"67"	"2"	"0"
"1"	"68"	"2"	"1"
"2"	"68"	"2"	"0"
"3"	"68"	"2"	"1"
"1"	"69"	"2"	"0"
"2"	"69"	"2"	"0"
"3"	"69"	"2"	"0"
"1"	"70"	"2"	"1"
"2"	"70"	"2"	"0"
"3"	"70"	"2"	"1"
"1"	"71"	"2"	"1"
"2"	"71"	"2"	"1"
"3"	"71"	"2"	"1"
"1"	"72"	"2"	"1"
"2"	"72"	"2"	"0"
"3"	"72"	"2"	"1"
"1"	"73"	"2"	"0"
"2"	"73"	"2"	"0"
"3"	"73"	"2"	"0"
"1"	"74"	"2"	"0"
"2"	"74"	"2"	"0"
"3"	"74"	"2"	"0"
"1"	"75"	"2"	"1"
"2"	"75"	"2"	"0"
"3"	"75"	"2"	"1"
"1"	"76"	"2"	"0"
"2"	"76"	"2"	"0"
"3"	"76"	"2"	"0"
"1"	"77"	"2"	"NA"
"2"	"77"	"2"	"NA"
"3"	"77"	"2"	"NA"
"1"	"78"	"2"	"0"
"2"	"78"	"2"	"0"
"3"	"78"	"2"	"0"
"1"	"79"	"2"	"1"
"2"	"79"	"2"	"0"
"3"	"79"	"2"	"1"
"1"	"80"	"2"	"1"
"2"	"80"	"2"	"0"
"3"	"80"	"2"	"1"
"1"	"81"	"2"	"1"
"2"	"81"	"2"	"0"
"3"	"81"	"2"	"1"
"1"	"82"	"2"	"0"
"2"	"82"	"2"	"0"
"3"	"82"	"2"	"0"
"1"	"83"	"2"	"NA"
"2"	"83"	"2"	"NA"
"3"	"83"	"2"	"NA"
"1"	"84"	"2"	"1"
"2"	"84"	"2"	"0"
"3"	"84"	"2"	"1"
"1"	"85"	"2"	"NA"
"2"	"85"	"2"	"NA"
"3"	"85"	"2"	"NA"
"1"	"87"	"2"	"0"
"2"	"87"	"2"	"0"
"3"	"87"	"2"	"0"
"1"	"88"	"2"	"1"
"2"	"88"	"2"	"0"
"3"	"88"	"2"	"1"
"1"	"89"	"2"	"0"
"2"	"89"	"2"	"0"
"3"	"89"	"2"	"0"
"1"	"90"	"2"	"1"
"2"	"90"	"2"	"0"
"3"	"90"	"2"	"1"
"1"	"91"	"2"	"0"
"2"	"91"	"2"	"0"
"3"	"91"	"2"	"0"
"1"	"92"	"2"	"1"
"2"	"92"	"2"	"0"
"3"	"92"	"2"	"1"
"1"	"93"	"2"	"1"
"2"	"93"	"2"	"0"
"3"	"93"	"2"	"1"
"1"	"94"	"2"	"0"
"2"	"94"	"2"	"0"
"3"	"94"	"2"	"0"
"1"	"95"	"2"	"0"
"2"	"95"	"2"	"0"
"3"	"95"	"2"	"0"
"1"	"96"	"2"	"0"
"2"	"96"	"2"	"0"
"3"	"96"	"2"	"0"
"1"	"97"	"2"	"1"
"2"	"97"	"2"	"0"
"3"	"97"	"2"	"1"
"1"	"98"	"2"	"0"
"2"	"98"	"2"	"0"
"3"	"98"	"2"	"0"
"1"	"99"	"2"	"0"
"2"	"99"	"2"	"0"
"3"	"99"	"2"	"0"
"1"	"100"	"2"	"NA"
"2"	"100"	"2"	"NA"
"3"	"100"	"2"	"NA"
"1"	"101"	"2"	"1"
"2"	"101"	"2"	"0"
"3"	"101"	"2"	"1"
"1"	"102"	"2"	"1"
"2"	"102"	"2"	"0"
"3"	"102"	"2"	"1"
"1"	"103"	"2"	"1"
"2"	"103"	"2"	"0"
"3"	"103"	"2"	"1"
"1"	"104"	"2"	"0"
"2"	"104"	"2"	"0"
"3"	"104"	"2"	"0"
"1"	"105"	"2"	"0"
"2"	"105"	"2"	"0"
"3"	"105"	"2"	"0"
"1"	"106"	"2"	"0"
"2"	"106"	"2"	"0"
"3"	"106"	"2"	"0"
"1"	"107"	"2"	"0"
"2"	"107"	"2"	"0"
"3"	"107"	"2"	"0"
"1"	"108"	"2"	"0"
"2"	"108"	"2"	"0"
"3"	"108"	"2"	"0"
"1"	"109"	"2"	"1"
"2"	"109"	"2"	"0"
"3"	"109"	"2"	"1"
"1"	"110"	"2"	"1"
"2"	"110"	"2"	"0"
"3"	"110"	"2"	"1"
"1"	"111"	"2"	"NA"
"2"	"111"	"2"	"NA"
"3"	"111"	"2"	"NA"
"1"	"112"	"2"	"0"
"2"	"112"	"2"	"0"
"3"	"112"	"2"	"0"
"1"	"113"	"2"	"1"
"2"	"113"	"2"	"0"
"3"	"113"	"2"	"1"
"1"	"114"	"2"	"1"
"2"	"114"	"2"	"0"
"3"	"114"	"2"	"1"
"1"	"115"	"2"	"1"
"2"	"115"	"2"	"0"
"3"	"115"	"2"	"1"
"1"	"116"	"2"	"1"
"2"	"116"	"2"	"0"
"3"	"116"	"2"	"1"
"1"	"117"	"2"	"0"
"2"	"117"	"2"	"0"
"3"	"117"	"2"	"0"
"1"	"118"	"2"	"1"
"2"	"118"	"2"	"1"
"3"	"118"	"2"	"1"
"1"	"119"	"2"	"1"
"2"	"119"	"2"	"0"
"3"	"119"	"2"	"1"
"1"	"120"	"2"	"1"
"2"	"120"	"2"	"1"
"3"	"120"	"2"	"1"
"1"	"121"	"2"	"0"
"2"	"121"	"2"	"0"
"3"	"121"	"2"	"0"
"1"	"122"	"2"	"1"
"2"	"122"	"2"	"0"
"3"	"122"	"2"	"1"
"1"	"123"	"2"	"0"
"2"	"123"	"2"	"0"
"3"	"123"	"2"	"0"
"1"	"124"	"2"	"0"
"2"	"124"	"2"	"0"
"3"	"124"	"2"	"0"
"1"	"125"	"2"	"0"
"2"	"125"	"2"	"0"
"3"	"125"	"2"	"0"
"1"	"126"	"2"	"0"
"2"	"126"	"2"	"0"
"3"	"126"	"2"	"0"
"1"	"127"	"2"	"1"
"2"	"127"	"2"	"0"
"3"	"127"	"2"	"1"
"1"	"128"	"2"	"0"
"2"	"128"	"2"	"0"
"3"	"128"	"2"	"0"
"1"	"129"	"2"	"1"
"2"	"129"	"2"	"0"
"3"	"129"	"2"	"1"
"1"	"130"	"2"	"0"
"2"	"130"	"2"	"0"
"3"	"130"	"2"	"0"
"1"	"131"	"2"	"1"
"2"	"131"	"2"	"0"
"3"	"131"	"2"	"1"
"1"	"132"	"2"	"1"
"2"	"132"	"2"	"0"
"3"	"132"	"2"	"1"
"1"	"133"	"2"	"0"
"2"	"133"	"2"	"0"
"3"	"133"	"2"	"0"
"1"	"134"	"2"	"1"
"2"	"134"	"2"	"0"
"3"	"134"	"2"	"1"
"1"	"135"	"2"	"0"
"2"	"135"	"2"	"0"
"3"	"135"	"2"	"0"
"1"	"136"	"2"	"1"
"2"	"136"	"2"	"0"
"3"	"136"	"2"	"1"
"1"	"137"	"2"	"0"
"2"	"137"	"2"	"0"
"3"	"137"	"2"	"0"
"1"	"138"	"2"	"0"
"2"	"138"	"2"	"0"
"3"	"138"	"2"	"0"
"1"	"139"	"2"	"1"
"2"	"139"	"2"	"0"
"3"	"139"	"2"	"1"
"1"	"140"	"2"	"0"
"2"	"140"	"2"	"0"
"3"	"140"	"2"	"0"
"1"	"141"	"2"	"1"
"2"	"141"	"2"	"0"
"3"	"141"	"2"	"1"
"1"	"142"	"2"	"0"
"2"	"142"	"2"	"0"
"3"	"142"	"2"	"0"
"1"	"143"	"2"	"0"
"2"	"143"	"2"	"0"
"3"	"143"	"2"	"0"
"1"	"144"	"2"	"1"
"2"	"144"	"2"	"0"
"3"	"144"	"2"	"1"
"1"	"145"	"2"	"0"
"2"	"145"	"2"	"0"
"3"	"145"	"2"	"0"
"1"	"146"	"2"	"1"
"2"	"146"	"2"	"0"
"3"	"146"	"2"	"1"
"1"	"147"	"2"	"0"
"2"	"147"	"2"	"0"
"3"	"147"	"2"	"0"
"1"	"148"	"2"	"1"
"2"	"148"	"2"	"1"
"3"	"148"	"2"	"1"
"1"	"149"	"2"	"1"
"2"	"149"	"2"	"1"
"3"	"149"	"2"	"1"
"1"	"150"	"2"	"1"
"2"	"150"	"2"	"0"
"3"	"150"	"2"	"1"
"1"	"151"	"2"	"1"
"2"	"151"	"2"	"0"
"3"	"151"	"2"	"1"
"1"	"152"	"2"	"1"
"2"	"152"	"2"	"0"
"3"	"152"	"2"	"1"
"1"	"153"	"2"	"0"
"2"	"153"	"2"	"0"
"3"	"153"	"2"	"0"
"1"	"154"	"2"	"0"
"2"	"154"	"2"	"0"
"3"	"154"	"2"	"0"
"1"	"155"	"2"	"0"
"2"	"155"	"2"	"0"
"3"	"155"	"2"	"0"
"1"	"156"	"2"	"1"
"2"	"156"	"2"	"0"
"3"	"156"	"2"	"1"
"1"	"157"	"2"	"1"
"2"	"157"	"2"	"0"
"3"	"157"	"2"	"1"
"1"	"158"	"2"	"0"
"2"	"158"	"2"	"0"
"3"	"158"	"2"	"0"
"1"	"159"	"2"	"1"
"2"	"159"	"2"	"0"
"3"	"159"	"2"	"1"
"1"	"160"	"2"	"1"
"2"	"160"	"2"	"0"
"3"	"160"	"2"	"1"
"1"	"161"	"2"	"0"
"2"	"161"	"2"	"0"
"3"	"161"	"2"	"0"
"1"	"162"	"2"	"1"
"2"	"162"	"2"	"0"
"3"	"162"	"2"	"1"
"1"	"163"	"2"	"1"
"2"	"163"	"2"	"0"
"3"	"163"	"2"	"1"
"1"	"164"	"2"	"1"
"2"	"164"	"2"	"0"
"3"	"164"	"2"	"1"
"1"	"165"	"2"	"1"
"2"	"165"	"2"	"0"
"3"	"165"	"2"	"1"
"1"	"166"	"2"	"1"
"2"	"166"	"2"	"0"
"3"	"166"	"2"	"1"
"1"	"167"	"2"	"1"
"2"	"167"	"2"	"0"
"3"	"167"	"2"	"1"
"1"	"168"	"2"	"1"
"2"	"168"	"2"	"0"
"3"	"168"	"2"	"1"
"1"	"169"	"2"	"0"
"2"	"169"	"2"	"0"
"3"	"169"	"2"	"0"
"1"	"170"	"2"	"1"
"2"	"170"	"2"	"0"
"3"	"170"	"2"	"1"
"1"	"171"	"2"	"1"
"2"	"171"	"2"	"0"
"3"	"171"	"2"	"1"
"1"	"172"	"2"	"1"
"2"	"172"	"2"	"0"
"3"	"172"	"2"	"1"
"1"	"173"	"2"	"1"
"2"	"173"	"2"	"0"
"3"	"173"	"2"	"1"
"1"	"174"	"2"	"1"
"2"	"174"	"2"	"0"
"3"	"174"	"2"	"1"
"1"	"175"	"2"	"0"
"2"	"175"	"2"	"0"
"3"	"175"	"2"	"0"
"1"	"176"	"2"	"0"
"2"	"176"	"2"	"0"
"3"	"176"	"2"	"0"
"1"	"177"	"2"	"0"
"2"	"177"	"2"	"0"
"3"	"177"	"2"	"0"
"1"	"178"	"2"	"0"
"2"	"178"	"2"	"0"
"3"	"178"	"2"	"0"
"1"	"180"	"2"	"1"
"2"	"180"	"2"	"0"
"3"	"180"	"2"	"1"
"1"	"181"	"2"	"0"
"2"	"181"	"2"	"0"
"3"	"181"	"2"	"0"
"1"	"182"	"2"	"0"
"2"	"182"	"2"	"0"
"3"	"182"	"2"	"0"
"1"	"183"	"2"	"0"
"2"	"183"	"2"	"0"
"3"	"183"	"2"	"0"
"1"	"184"	"2"	"NA"
"2"	"184"	"2"	"NA"
"3"	"184"	"2"	"NA"
"1"	"185"	"2"	"1"
"2"	"185"	"2"	"0"
"3"	"185"	"2"	"1"
"1"	"186"	"2"	"1"
"2"	"186"	"2"	"0"
"3"	"186"	"2"	"1"
"1"	"187"	"2"	"0"
"2"	"187"	"2"	"0"
"3"	"187"	"2"	"0"
"1"	"188"	"2"	"1"
"2"	"188"	"2"	"0"
"3"	"188"	"2"	"1"
"1"	"189"	"2"	"NA"
"2"	"189"	"2"	"NA"
"3"	"189"	"2"	"NA"
"1"	"190"	"2"	"1"
"2"	"190"	"2"	"0"
"3"	"190"	"2"	"1"
"1"	"191"	"2"	"1"
"2"	"191"	"2"	"1"
"3"	"191"	"2"	"1"
"1"	"192"	"2"	"0"
"2"	"192"	"2"	"0"
"3"	"192"	"2"	"0"
"1"	"193"	"2"	"1"
"2"	"193"	"2"	"0"
"3"	"193"	"2"	"1"
"1"	"194"	"2"	"1"
"2"	"194"	"2"	"0"
"3"	"194"	"2"	"1"
"1"	"195"	"2"	"0"
"2"	"195"	"2"	"0"
"3"	"195"	"2"	"0"
"1"	"196"	"2"	"0"
"2"	"196"	"2"	"0"
"3"	"196"	"2"	"0"
"1"	"197"	"2"	"1"
"2"	"197"	"2"	"0"
"3"	"197"	"2"	"1"
"1"	"198"	"2"	"1"
"2"	"198"	"2"	"0"
